tax_id	abundance	species	genus	family	order	class	phylum	superkingdom	source	estimated counts	mean_confidence	confident_reads_percentage
80866	0.0182572614107883	Delftia acidovorans	Delftia	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	EMU	88.0	1.0	1.0
2082188	0.0174518211174905	Sphingobium sp. YG1	Sphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	EMU	84.1177777863042	0.9997801744013897	0.9880952380952381
3966	0.0178423236514522	Trebouxia_aggregata	Trebouxia	Microthamniales_X	Microthamniales	Trebouxiophyceae	Chlorophyta	Eukaryota	PR2	86.0	1.0	1.0
3966	0.0178423236514522	Trebouxia_aggregata:plas	Trebouxia:plas	Microthamniales_X:plas	Microthamniales:plas	Trebouxiophyceae:plas	Chlorophyta:plas	Eukaryota:plas	PR2	86.0	1.0	1.0
73105	0.0039419087136929	Comamonas_sp.	Comamonas	Burkholderiaceae	Betaproteobacteriales	Gammaproteobacteria	Proteobacteria	Bacteria	PR2	19.0	1.0	1.0
54007	0.0273858921161825	Anaerococcus octavius	Anaerococcus	Peptoniphilaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria	EMU	132.0	1.0	1.0
73090	0.0238589211618257	Acidovorax_sp.	Acidovorax	Burkholderiaceae	Betaproteobacteriales	Gammaproteobacteria	Proteobacteria	Bacteria	PR2	115.0	1.0	1.0
72944	0.0020747335551877	Sphingomonas_sp.	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	PR2	10.000215736005025	1.0	1.0
862134	0.0035269261958495	Sphingomonas ginsenosidimutans	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	EMU	16.999784263994965	0.9999873096467629	0.0
158836	0.0062240663900414	Enterobacter hormaechei	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	EMU	30.0	1.0	1.0
36809	0.0029045643153526	Mycobacteroides abscessus	Mycobacteroides	Mycobacteriaceae	Corynebacteriales	Actinobacteria	Actinobacteria	Bacteria	EMU	14.0	1.0	1.0
10003577	0.0020746887966804	Acinetobacter radioresistens	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	EMU	10.0	1.0	1.0
unmapped	0.0									1.0	0.0	0.0
mapped_unclassified	0.0									62.0	0.0	0.0
