tax_id	abundance	species	genus	family	order	class	phylum	superkingdom	source	estimated counts	mean_confidence	confident_reads_percentage
2493669	0.0128388017118402	Mesorhizobium sp. M1D.F.Ca.ET.043.01.1.1	Mesorhizobium	Phyllobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria	EMU	63.0	1.0	1.0
73157	0.0046518174968785	Variovorax_sp.	Variovorax	Burkholderiaceae	Betaproteobacteriales	Gammaproteobacteria	Proteobacteria	Bacteria	PR2	22.826468457183065	0.992455150312307	0.6521739130434783
1304	0.0391277766456083	Streptococcus salivarius	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	EMU	192.0	1.0	1.0
946333	0.0023959336817344	Rhizobacter gummiphilus	Rhizobacter	Unknown	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	EMU	11.756846576270751	0.8792176259289507	0.38461538461538464
1796922	0.0137035160839062	Piscinibacter defluvii	Piscinibacter	Unknown	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	EMU	67.24315342372789	0.9950451903152158	0.0
80866	0.0087629916445893	Delftia acidovorans	Delftia	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	EMU	43.0	1.0	1.0
72724	0.0098155898987908	Singulisphaera_sp.	Singulisphaera	Isosphaeraceae	Isosphaerales	Planctomycetacia	Planctomycetes	Bacteria	PR2	48.16509963336666	0.9175232594887671	0.025
72721	0.0089331364105631	Candidatus_Nostocoida_sp.	Candidatus_Nostocoida	Isosphaeraceae	Isosphaerales	Planctomycetacia	Planctomycetes	Bacteria	PR2	43.83490036663333	0.7795352066573847	0.0
10003285	0.0073364581210515	Neisseria macacae	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	EMU	36.0	1.0	1.0
2267266	0.0175259832891787	Flaviflagellibacter deserti	Flaviflagellibacter	Unknown	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria	EMU	86.0	1.0	1.0
73090	0.0042796016532394	Acidovorax_sp.	Acidovorax	Burkholderiaceae	Betaproteobacteriales	Gammaproteobacteria	Proteobacteria	Bacteria	PR2	21.000005312446092	1.0	1.0
10002624	0.002649276543713	Abiotrophia defectiva	Abiotrophia	Aerococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	EMU	13.000000000000002	1.0	1.0
unmapped	0.0									1.0	0.0	0.0
mapped_unclassified	0.0									67.0	0.0	0.0
